"Product","Done"
"[STIC-VBPTMLCB11R0-MO] Sticker Varian Barcode Powerstay TM Lip Cream B11 Make Over","42.0"
"[KB-ECR1-KMK125CF] Karton Box Emina C R1","2.0"
"[KB-WIOTAR1-W] Karton Box Wardah Iota R1 (Pc(s))","2.0"
"[KB-ECR1-KMK125CF] Karton Box Emina C R1","1.0"
"[STIC-BOTPBCCR0-ECNF] Sticker Bottom PBCC Emina","32.0"
"[DUS-PMTLCALLR2-MO] Dus Powerstay Powerstay TM Lip Cream R2 MO","3.0"
"[IBOX-CR0-MO] Inner Box C MO (Pc(s))","2.0"
"[KB-MOCC36R1-270CF] Karton Box Cleansing Cream R1 MO","1.0"
"[STIC-BPTMLC6R0-MO] Sticker Bottom Powerstay TM Lip Cream B06 MO (Pc(s))","30.0"
"[STIC-VBPTMLCB06R0-MO] Sticker Varian Barcode Powerstay TM Lip Cream B06 Make Over","10.0"
"[CAPC-CHCLR0-MO] Cap Container CHC Lipmatte MO (Pc(s))","4.0"
"[CONT-CHCLR0-MO] Container CHC Lipmatte MO (Pc(s))","4.0"
"[STIC-BCHCL4R0-MO] Sticker Bottom CHC Lipmatte 04 MO (Pc(s))","36.0"
"[KB-W12X250R1-W] Karton Box Wardah 12x250 R1","3.0"
"[STIC-BLPL05R0-W] Sticker Bottom Lightening Powder Foundation LF 05 W","30.0"
