Kebutuhan packaging: closing DSR April 2023,,,,,,Kebutuhan Produksi (by Forecast),,,,,,,,,,,,,,,,,,,,,,DON’T SORT WITH FORMULAE,,,,,,,,,,,,,,,,cek,Akumulasi FC,,,,Stock L6M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kode Item,Nama Internal,Jenis,Brand,Stock (Pcs),Value (IDR),May 23,Jun 23,Jul 23,Aug 23,Sep 23,Oct 23,Nov 23,Dec 23,Jan 24,Feb 24,Mar 24,Apr 24,May 24,Jun 24,Jul 24,Aug 24,Total Kebutuhan next 6 month,Total Kebutuhan next 16 month,Status Pack,Umur Stok (Month),Kategori Umur Stok Slobs,"Status Stok, SLOB > 6 bln",Stock SLOB (Pcs),Value SLOB,Last Incoming,"Last
SMB",Keterangan,MOQ,Umur MOQ,Rank Value SLOBS,Status Report April 23,Qty Report April 23,Value Report April 23,Kebutuhan Total Report April 23,Selisih Qty,Selisih Value,Rank Selisih Value,Laptrima,Pemusnahan,Reason Stock Bergerak,Static Stock,Rank Value Static Stock,"Kategori FG (NPD, Reguler, NFS, One Shot, Ex Revamp, Minor Change)",Report Mei 23,Report April 23,Report Mar 23,Report Feb 23,Report Jan 23,Report Dec 22,,May 23,Jun 23,Jul 23,Aug 23,Sep 23,Oct 23,Nov 23,Dec 23,Jan 24,Feb 24,Mar 24,Apr 24,May 24,Jun 24,Jul 24,Aug 24,,May 23,Jun 23,Jul 23,Aug 23,Sep 23,Oct 23,Nov 23,Dec 23,Jan 24,Feb 24,Mar 24,Apr 24,May 24,Jun 24,Jul 24,Aug 24,Total,,Composite Key,Composite Key
DUS-EMLCR12R1-W,Dus Exclusive Matte Lip Cream Revamp 12 R1 W,,,"77,723","1,155",0,"37,480","37,480","18,740","37,480","37,480","37,480","18,740","37,480","18,740","37,480","37,480","37,480","18,740","37,480","37,480","168,660","487,240",new product,3,<6 Bulan,OK,0,0.00,2023,2023,,"20,000",0.04,"2,207",Tidak ada di report sebelumnya,Tidak ada di report sebelumnya,Tidak ada di report sebelumnya,Tidak ada di report sebelumnya,,,,"  97,550 ",  - ,,No,"2,199",,"77,723",,  - ,  - ,  - ,  - ,,77723,40243,2763,-15977,-53457,-90937,-128417,-147157,-184637,-203377,-240857,-278337,-315817,-334557,-372037,-409517,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,0,0
DUS-EMLCR13R0-W,Dus Exclusive Matte Lip Cream Revamp 13 W,,,"35,299",800,0,"37,480","37,480","37,480","37,480","37,480","18,740","37,480","37,480","18,740","37,480","37,480","37,480","37,480","37,480","18,740","187,400","505,980",new product,1,<6 Bulan,OK,0,0.00,2023,2023,,"20,000",0.04,"2,207",OK,0,0,"449,760",0,0,265,  - ,  - ,,No,"2,199",,"35,299","  54,039 ","  53,987 ", -, -, -,,35299,-2181,-39661,-77141,-114621,-152101,-170841,-208321,-245801,-264541,-302021,-339501,-376981,-414461,-451941,-470681,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0
DUS-EMLCR13R1-W,Dus Exclusive Matte Lip Cream Revamp 13 R1 W,,,"74,942","1,155",0,0,0,0,"23,302",0,0,0,0,0,0,0,"5,934",0,0,"5,934","23,302","35,170",new product,>16,>16 Bulan,Slow Moving,"51,640",795.87,2023,< 2019,MOQ lebih dari forecast 16 bulan ke depan,"20,000",0.57,"1,121",Slow Moving,"35,074","13,503,490",0,"16,566","-13,502,694","4,327","  39,900 ",  - ,,Yes,"1,049",,"74,942","  35,074 ",, -, -, -,,74942,74942,74942,74942,51640,51640,51640,51640,51640,51640,51640,51640,45706,45706,45706,39772,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,,795.87,"1,155"
DUS-EMLCR16R0-W,Dus Exclusive Matte Lip Cream Revamp 16 W,,,"19,031","2,000",0,0,"19,992","16,660","13,328","19,992","13,328","9,996","19,992","16,660","13,328","19,992","13,328","16,660","16,660","16,660","69,972","226,576",new product,2,<6 Bulan,OK,0,0.00,2023,2023,,"20,000",0.09,"2,207",OK,0,0,"203,252",0,0,265,  - ,  - ,,Yes,855,NPD,"19,031","  19,031 ","  23,536 ","  24,300 ", -, -,,19031,19031,-961,-17621,-30949,-50941,-64269,-74265,-94257,-110917,-124245,-144237,-157565,-174225,-190885,-207545,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,0,"2,000"
DUS-EMLCR16R1-W,Dus Exclusive Matte Lip Cream Revamp 16 R1 W,,,"36,624",385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,new product,>16,>16 Bulan,Slow Moving,"36,624",385.00,2023,< 2019,Tidak ada kebutuhan 16 bulan ke depan,"20,000",,"1,403",Slow Moving,"36,624","14,100,240",0,0,"-14,099,855","4,336",  - ,  - ,,Yes,"1,505",,"36,624","  36,624 ",, -, -, -,,36624,36624,36624,36624,36624,36624,36624,36624,36624,36624,36624,36624,36624,36624,36624,36624,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,,385.00,385
DUS-EMLCR17R0-W,Dus Exclusive Matte Lip Cream Revamp 17 W,,,"18,272","2,400","3,332","16,660","23,324","19,992","16,660","23,324","19,992","13,328","23,324","19,992","16,660","23,324","19,992","19,992","23,324","16,660","103,292","299,880",new product,1,<6 Bulan,OK,0,0.00,2023,2023,,"20,000",0.07,"2,207",OK,0,0,"229,908",0,0,265,  - ,  - ,,Yes,808,,"18,272","  18,272 ","  23,852 ", -, -, -,,14940,-1720,-25044,-45036,-61696,-85020,-105012,-118340,-141664,-161656,-178316,-201640,-221632,-241624,-264948,-281608,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,"2,400"
DUS-EMLCR17R1-W,Dus Exclusive Matte Lip Cream Revamp 17 R1 W,,,"29,584",385,0,0,0,0,0,"5,939",0,0,"3,476",0,0,0,0,"3,476",0,0,"5,939","12,891",new product,>16,>16 Bulan,Slow Moving,"23,645",307.71,2023,< 2019,,"20,000",1.55,"1,473",Slow Moving,"29,584","11,389,840",0,"-5,939","-11,389,532","4,273",  - ,  - ,,Yes,"1,505",,"29,584","  29,584 ",, -, -, -,,29584,29584,29584,29584,29584,23645,23645,23645,20169,20169,20169,20169,20169,16693,16693,16693,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,,307.71,385
DUS-EMLCR19R0-W,Dus Exclusive Matte Lip Cream Revamp 19 W,,,"9,412",800,"3,332","9,986","13,328","13,328","9,996","13,328","13,328","6,664","16,660","9,996","13,328","13,328","9,996","13,328","13,328","9,996","63,298","183,250",new product,1,<6 Bulan,OK,0,0.00,2023,2023,,"20,000",0.11,"2,207",OK,0,0,"153,272",0,0,265,  - ,  - ,,No,"2,199",,"9,412","  34,317 ","  33,844 ", -, -, -,,6080,-3906,-17234,-30562,-40558,-53886,-67214,-73878,-90538,-100534,-113862,-127190,-137186,-150514,-163842,-173838,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0
DUS-EMLCR19R1-W,Dus Exclusive Matte Lip Cream Revamp 19 R1 W,,,"19,984",385,0,0,0,0,"5,939",0,0,"3,476","3,476","3,476",0,"3,476",0,"3,476",0,"3,476","5,939","26,795",new product,13,13-16 Bulan,Slow Moving,"14,045",270.58,2023,< 2019,MOQ lebih dari forecast 16 bulan ke depan,"20,000",0.75,"1,508",Tidak ada di report sebelumnya,Tidak ada di report sebelumnya,Tidak ada di report sebelumnya,Tidak ada di report sebelumnya,,,,"  20,000 ",  - ,,Yes,"1,505",,"19,984",,  - ,  - ,  - ,  - ,,19984,19984,19984,19984,14045,14045,14045,10569,7093,3617,3617,141,141,-3335,-3335,-6811,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,13,,270.58,385
DUS-EMLCR20R0-W,Dus Exclusive Matte Lip Cream Revamp 20 W,,,554,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,new product,>16,>16 Bulan,Slow Moving,554,400.00,2023,2023,Tidak ada kebutuhan 16 bulan ke depan,"20,000",,"1,387",Slow Moving,554,"221,600",0,0,"-221,200","2,736",  - ,  - ,,Yes,"1,480",,554,  554 ,"  21,297 ", -, -, -,,554,554,554,554,554,554,554,554,554,554,554,554,554,554,554,554,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,,400.00,400
DUS-EMLCR20R1-W,Dus Exclusive Matte Lip Cream Revamp 20 R1 W,,,"10,375",385,0,"3,332","16,660","9,996","19,262","16,660","13,328","15,930","22,594","9,996","13,328","22,594","13,328","13,328","19,262","13,328","65,910","222,926",new product,2,<6 Bulan,OK,0,0.00,2023,2023,,"20,000",0.09,"2,207",OK,0,0,"176,596",0,0,265,  - ,  - ,,No,"2,199",,"10,375","  34,234 ",, -, -, -,,10375,7043,-9617,-19613,-38875,-55535,-68863,-84793,-107387,-117383,-130711,-153305,-166633,-179961,-199223,-212551,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,0,0
DUS-EMLCR21R0-W,Dus Exclusive Matte Lip Cream Revamp 21 W,,,"3,409",400,"3,332","6,664","16,660","9,996","13,328","13,328","9,996","9,996","13,328","13,328","9,996","13,328","13,328","9,996","16,660","9,996","63,308","183,260",new product,1,<6 Bulan,OK,0,0.00,2023,2023,,"20,000",0.11,"2,207",OK,0,0,"193,256",0,0,265,  - ,  - ,,No,"2,199",,"3,409","  10,073 ","  30,922 ", -, -, -,,77,-6587,-23247,-33243,-46571,-59899,-69895,-79891,-93219,-106547,-116543,-129871,-143199,-153195,-169855,-179851,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0
DUS-EMLCR21R1-W,Dus Exclusive Matte Lip Cream Revamp 21 R1 W,,,"39,968",770,0,0,0,0,"5,934",0,0,"5,934","5,934",0,0,"5,934",0,0,"5,934",0,"5,934","29,670",new product,>16,>16 Bulan,Slow Moving,"34,034",655.68,2023,< 2019,MOQ lebih dari forecast 16 bulan ke depan,"20,000",0.67,"1,201",Tidak ada di report sebelumnya,Tidak ada di report sebelumnya,Tidak ada di report sebelumnya,Tidak ada di report sebelumnya,,,,"  40,000 ",  - ,,Yes,"1,236",,"39,968",,  - ,  - ,  - ,  - ,,39968,39968,39968,39968,34034,34034,34034,28100,22166,22166,22166,16232,16232,16232,10298,10298,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,,655.68,770
DUS-EMLCR22R0-W,Dus Exclusive Matte Lip Cream Revamp 22 W,,,"7,139",800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,new product,>16,>16 Bulan,Slow Moving,"7,139",800.00,2023,2023,Tidak ada kebutuhan 16 bulan ke depan,"20,000",,"1,114",Slow Moving,"7,139","2,855,600",0,0,"-2,854,800","3,804",  - ,  - ,,Yes,"1,214",,"7,139","  7,139 ","  4,332 ", -, -, -,,7139,7139,7139,7139,7139,7139,7139,7139,7139,7139,7139,7139,7139,7139,7139,7139,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,,800.00,800
DUS-EMLCR22R1-W,Dus Exclusive Matte Lip Cream Revamp 22 R1 W,,,"32,596",770,"3,332","13,328","13,328","13,328","19,267","16,660","9,996","13,472","20,136","13,328","13,328","16,804","13,328","16,804","16,660","16,804","79,243","229,903",new product,3,<6 Bulan,OK,0,0.00,2023,2023,,"20,000",0.09,"2,207",OK,0,0,"156,604",0,0,265,"  30,000 ",  - ,,No,"2,199",,"32,596","  8,744 ",, -, -, -,,29264,15936,2608,-10720,-29987,-46647,-56643,-70115,-90251,-103579,-116907,-133711,-147039,-163843,-180503,-197307,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,0,0
DUS-EMLCR23R0-W,Dus Exclusive Matte Lip Cream Revamp 23 W,,,"6,504",400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,new product,>16,>16 Bulan,Slow Moving,"6,504",400.00,2023,2023,Tidak ada kebutuhan 16 bulan ke depan,"20,000",,"1,387",Slow Moving,"6,504","2,601,600",0,0,"-2,601,200","3,775",  - ,  - ,,Yes,"1,480",,"6,504","  6,504 ","  6,504 ", -, -, -,,6504,6504,6504,6504,6504,6504,6504,6504,6504,6504,6504,6504,6504,6504,6504,6504,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,,400.00,400
DUS-EMLCR23R1-W,Dus Exclusive Matte Lip Cream Revamp 23 R1 W,,,"51,583","1,540","3,332","9,996","16,660","13,328","15,935","16,660","13,328","10,140","20,136","16,804","9,996","20,136","13,328","13,472","16,660","16,804","75,911","226,715",new product,4,<6 Bulan,OK,0,0.00,2023,2023,,"20,000",0.09,"2,207",OK,0,0,"189,924",0,0,265,"  48,450 ",  - ,,No,"2,199",,"51,583","  12,794 ",, -, -, -,,48251,38255,21595,8267,-7668,-24328,-37656,-47796,-67932,-84736,-94732,-114868,-128196,-141668,-158328,-175132,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,,0,0
DUS-EMLCR24R0-W,Dus Exclusive Matte Lip Cream Revamp 24 W,,,"4,200",400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,new product,>16,>16 Bulan,Slow Moving,"4,200",400.00,2023,2023,Tidak ada kebutuhan 16 bulan ke depan,"20,000",,"1,387",Slow Moving,"4,200","1,680,000",0,0,"-1,679,600","3,605",  - ,  - ,,Yes,"1,480",,"4,200","  4,200 ","  4,200 ", -, -, -,,4200,4200,4200,4200,4200,4200,4200,4200,4200,4200,4200,4200,4200,4200,4200,4200,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,,400.00,400
DUS-EMLCR24R1-W,Dus Exclusive Matte Lip Cream Revamp 24 R1 W,,,"33,419",770,0,"9,996","13,328","13,328","15,935","13,328","13,328","10,140","20,136","9,996","13,328","16,804","13,328","13,472","13,328","16,804","65,915","206,579",new product,3,<6 Bulan,OK,0,0.00,2023,2023,,"20,000",0.10,"2,207",OK,0,0,"159,936",0,0,265,"  30,000 ",  - ,,No,"2,199",,"33,419","  28,784 ",, -, -, -,,33419,23423,10095,-3233,-19168,-32496,-45824,-55964,-76100,-86096,-99424,-116228,-129556,-143028,-156356,-173160,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,0,0
DUS-EMLNGR2-W,Dus Everyday Moisture Lip Nutrition Green Tea R2 W,,,"33,774","1,360","4,484","4,484","22,420","13,452","13,452","22,420","13,452","8,968","22,420","13,452","13,452","22,420","13,452","13,452","17,936","13,452","80,712","233,168",existing,3,<6 Bulan,OK,0,0.00,2022,2023,,"50,000",0.21,"2,207",OK,0,0,"224,200",0,0,265,  - ,  - ,,No,"2,199",Reguler,"33,774","  46,930 ","  55,190 ","  77,312 ","  85,674 ","  98,781 ",,29290,24806,2386,-11066,-24518,-46938,-60390,-69358,-91778,-105230,-118682,-141102,-154554,-168006,-185942,-199394,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,0,0
DUS-EMLNHR1-WACLG,Dus Everyday Moisture Lip Nutrition Honey R1 W,,,0,663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,to be discontinued,0,<6 Bulan,OK,0,0.00,2021,2022,Tidak ada kebutuhan 16 bulan ke depan,"60,000",,"2,207",OK,0,0,0,0,0,265,  - ,  - ,,Yes,"1,300",Reguler,0,  - , -,"  5,583 ","  2,647 ","  2,525 ",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,663
DUS-EMLNHR2-W,Dus Everyday Moisture Lip Nutrition Honey R2 W,,,"58,492","2,720","4,484","13,452","31,388","22,420","17,936","31,388","22,420","13,452","26,904","22,420","22,420","26,904","22,420","22,420","26,904","17,936","121,068","345,268",existing,3,<6 Bulan,OK,0,0.00,2023,2023,,"50,000",0.14,"2,207",OK,0,0,"340,784",0,0,265,"  67,750 ",  - ,,No,"2,199",Reguler,"58,492","  12,926 ","  55,842 ","  38,481 ","  21,366 ","  39,060 ",,54008,40556,9168,-13252,-31188,-62576,-84996,-98448,-125352,-147772,-170192,-197096,-219516,-241936,-268840,-286776,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,0,0
DUS-EMLS01R0-W,Dus Everyday Matte Lip Shot 01 W,,,"48,244","4,507",0,"6,356","12,712",0,0,0,0,0,0,0,0,0,0,0,0,0,"19,068","19,068",existing,>16,>16 Bulan,Slow Moving,"29,176","2,725.76",2022,2023,,"30,000",1.57,694,OK,0,0,"171,612","29,176","2,726",61,  - ,  - ,,No,"2,199",Reguler,"48,244","  54,600 ","  60,693 ","  73,108 ","  72,978 ","  92,184 ",,48244,41888,29176,29176,29176,29176,29176,29176,29176,29176,29176,29176,29176,29176,29176,29176,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,,"2,725.76",0
DUS-EMLS02R0-W,Dus Everyday Matte Lip Shot 02 W,,,"50,850","3,371","6,356","6,356",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12,712","12,712",existing,>16,>16 Bulan,Slow Moving,"38,138","2,528.32",2022,2023,,"30,000",2.36,713,Slow Moving,"12,717","7,144,946","133,476","25,421","-7,142,418","4,124",  - ,  - ,,No,"2,199",Reguler,"50,850","  63,565 ","  63,565 ","  78,318 ","  84,674 ","  84,674 ",,44494,38138,38138,38138,38138,38138,38138,38138,38138,38138,38138,38138,38138,38138,38138,38138,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,,"2,528.32",0
DUS-EMLS03R0-W,Dus Everyday Matte Lip Shot 03 W,,,"44,712","1,804",0,"6,356","12,712",0,0,0,0,0,0,0,0,0,0,0,0,0,"19,068","19,068",existing,>16,>16 Bulan,Slow Moving,"25,644","1,034.43",2022,2023,,"20,000",1.05,"1,009",OK,0,0,"165,256","25,644","1,034",91,  - ,  - ,,No,"2,199",Reguler,"44,712","  57,474 ","  101,787 ","  76,582 ","  76,582 ","  89,264 ",,44712,38356,25644,25644,25644,25644,25644,25644,25644,25644,25644,25644,25644,25644,25644,25644,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,,"1,034.43",0
DUS-EMLS04R0-W,Dus Everyday Matte Lip Shot 04 W,,,"41,387","2,870","6,356","6,356","12,712",0,0,0,0,0,0,0,0,0,0,0,0,0,"25,424","25,424",existing,>16,>16 Bulan,Slow Moving,"15,963","1,107.12",2023,2023,,"30,000",1.18,975,OK,0,0,"190,680","15,963","1,107",89,"  40,000 ",  - ,,No,"2,199",Reguler,"41,387","  7,764 ","  21,709 ","  40,678 ","  10,694 ","  24,129 ",,35031,28675,15963,15963,15963,15963,15963,15963,15963,15963,15963,15963,15963,15963,15963,15963,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,,"1,107.12",0
DUS-EMLS05R0-W,Dus Everyday Matte Lip Shot 05 W,,,"58,701","2,944","6,356","12,712","12,712",0,0,0,0,0,0,0,0,0,0,0,0,0,"31,780","31,780",existing,>16,>16 Bulan,Slow Moving,"26,921","1,349.98",2022,2023,MOQ lebih dari forecast 16 bulan ke depan,"20,000",0.63,909,OK,0,0,"203,392","26,921","1,350",85,  - ,  - ,,No,"2,199",Reguler,"58,701","  21,413 ","  34,125 ","  53,196 ","  53,332 ","  72,491 ",,52345,39633,26921,26921,26921,26921,26921,26921,26921,26921,26921,26921,26921,26921,26921,26921,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,,"1,349.98",0
DUS-EMOR0-WIMVG,Dus Exclusive Moist Lipstick W (Pc(s)),,,"77,613","2,534","20,240","50,600","55,660","55,660","45,540","60,720","55,660","25,300","70,840","40,480","60,720","40,480","60,720","45,540","65,780","40,480","288,420","794,420",to be discontinued,2,<6 Bulan,OK,0,0.00,2023,2023,,"150,000",0.19,"2,207",OK,0,0,"764,060",0,0,265,"  35,000 ",  - ,,No,"2,199",Reguler,"77,613","  86,559 ","  124,934 ","  106,073 ","  73,818 ","  53,548 ",,57373,6773,-48887,-104547,-150087,-210807,-266467,-291767,-362607,-403087,-463807,-504287,-565007,-610547,-676327,-716807,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,0,0
DUS-EMOR1-W,Dus Exclusive Moist Lipstick R1 W,,,140,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,existing,>16,>16 Bulan,Slow Moving,140,362.00,< 2019,< 2019,Tidak ada kebutuhan 16 bulan ke depan,"150,000",,"1,425",Slow Moving,140,"50,680",0,0,"-50,318","2,430",  - ,  - ,,Yes,"1,526",Reguler,140,  140 ,  140 ,  140 ,  140 ,  140 ,,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,,362.00,362
DUS-EOBBLBR0-B,Dus Essential Oil Blend Balancia Beyondly B/LB,,,283,"2,900",0,0,0,0,0,0,0,0,0,0,0,0,0,"2,600",0,0,0,"2,600",new product,13,13-16 Bulan,Slow Moving,283,"2,900.00",2022,2022,MOQ lebih dari forecast 16 bulan ke depan,"2,000",0.77,675,Slow Moving,283,"410,350","2,600",0,"-407,450","2,966",  - ,  - ,,Yes,758,Reguler,283,  283 ,  283 ,  284 ,  284 ,  284 ,,283,283,283,283,283,283,283,283,283,283,283,283,283,-2317,-2317,-2317,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,13,,"2,900.00","2,900"
DUS-EOBGBBR0-B,Dus Essential Oil Blend Gentle Breeze Beyondly B/LB,,,332,"2,900",0,0,0,0,0,"2,150",0,0,0,0,0,0,0,"2,150",0,0,"2,150","4,300",new product,5,<6 Bulan,OK,0,0.00,2022,2022,,"2,000",0.47,"2,207",OK,0,0,"4,300",0,0,265,  - ,  - ,,Yes,758,Reguler,332,  332 ,  616 ,  334 ,  334 ,  334 ,,332,332,332,332,332,-1818,-1818,-1818,-1818,-1818,-1818,-1818,-1818,-3968,-3968,-3968,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5,,0,"2,900"
DUS-EOBHFBR0-B,Dus Essential Oil Blend Hocus Focus Beyondly B/LB,,,"2,804","4,350",0,0,0,0,"2,600",0,0,0,0,0,0,0,"2,600",0,0,0,"2,600","5,200",new product,12,7-12 Bulan,Slow Moving,204,316.48,2023,2022,MOQ lebih dari forecast 16 bulan ke depan,"2,000",0.38,"1,462",Slow Moving,204,"295,800","5,200",0,"-295,484","2,844",  - ,  - ,,Yes,655,Reguler,"2,804","  2,804 ","  2,804 ","  2,882 ",  398 ,  398 ,,2804,2804,2804,2804,204,204,204,204,204,204,204,204,-2396,-2396,-2396,-2396,,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,12,,316.48,"4,350"
DUS-EOBIUBR0-B,Dus Essential Oil Blend Ignite Up Beyondly B/LB,,,"3,234","2,900",0,0,0,0,0,0,0,"2,600",0,0,0,0,0,0,0,0,0,"2,600",new product,>16,>16 Bulan,Slow Moving,"3,234","2,900.00",2022,2022,MOQ lebih dari forecast 16 bulan ke depan,"2,000",0.77,675,OK,250,"362,500","2,600","2,984","-359,600","2,915",  - ,  - ,,Yes,758,Reguler,"3,234",  250 ,"  3,234 ","  3,218 ","  3,218 ","  3,218 ",,3234,3234,3234,3234,3234,3234,3234,634,634,634,634,634,634,634,634,634,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,,"2,900.00","2,900"
DUS-EOBRABR0-B,Dus Essential Oil Blend Rain Away Beyondly B/LB,,,"2,346","5,800",0,0,0,0,0,"2,150",0,0,0,0,0,0,0,"2,150",0,0,"2,150","4,300",new product,13,13-16 Bulan,Slow Moving,196,484.57,2023,2022,MOQ lebih dari forecast 16 bulan ke depan,"2,000",0.47,"1,314",Slow Moving,196,"284,200","4,300",0,"-283,715","2,825",  - ,  - ,,Yes,583,Reguler,"2,346","  2,346 ","  2,346 ","  2,348 ",  364 ,  364 ,,2346,2346,2346,2346,2346,196,196,196,196,196,196,196,196,-1954,-1954,-1954,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,13,,484.57,"5,800"
DUS-EOBRBR0-B,Dus Essential Oil Blend Roomify Beyondly B/LB,,,183,"2,900",0,0,0,0,0,0,0,0,0,"2,600",0,0,0,0,0,0,0,"2,600",new product,9,7-12 Bulan,Slow Moving,183,"2,900.00",2022,2022,MOQ lebih dari forecast 16 bulan ke depan,"2,000",0.77,675,Slow Moving,183,"265,350","2,600",0,"-262,450","2,790",  - ,  - ,,Yes,758,Reguler,183,  183 ,  317 ,  450 ,  317 ,  317 ,,183,183,183,183,183,183,183,183,183,-2417,-2417,-2417,-2417,-2417,-2417,-2417,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,9,,"2,900.00","2,900"
DUS-EOBSEBR0-B,Dus Essential Oil Blend Serenity Beyondly B/LB,,,"2,175","4,350",0,0,0,0,0,"2,150",0,0,0,0,0,"2,150",0,0,0,0,"2,150","4,300",new product,11,7-12 Bulan,Slow Moving,25,50.00,2023,2022,MOQ lebih dari forecast 16 bulan ke depan,"2,000",0.47,"1,992",Slow Moving,25,"36,250","4,300",0,"-36,200","2,382",  - ,  - ,,Yes,655,Reguler,"2,175","  2,175 ","  2,175 ","  2,192 ",  208 ,  208 ,,2175,2175,2175,2175,2175,25,25,25,25,25,25,-2125,-2125,-2125,-2125,-2125,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,11,,50.00,"4,350"
DUS-EOBSUBR0-B,Dus Essential Oil Blend Shield Up Beyondly B/LB,,,584,"4,350",0,0,0,0,0,"2,150",0,0,0,0,0,0,0,"2,150",0,0,"2,150","4,300",new product,5,<6 Bulan,OK,0,0.00,2022,2022,,"2,000",0.47,"2,207",OK,0,0,"4,300",0,0,265,  - ,  - ,,Yes,655,Reguler,584,  584 ,  584 ,  334 ,  334 ,  334 ,,584,584,584,584,584,-1566,-1566,-1566,-1566,-1566,-1566,-1566,-1566,-3716,-3716,-3716,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5,,0,"4,350"
DUS-EOBTTBBR0-B,Dus Essential Oil Blend Tum Tum Buddy Beyondly B/LB,,,"2,183","4,350",0,0,0,0,0,"2,150",0,0,0,0,0,0,0,"2,150",0,0,"2,150","4,300",new product,13,13-16 Bulan,Slow Moving,33,65.76,2023,2022,MOQ lebih dari forecast 16 bulan ke depan,"2,000",0.47,"1,913",Slow Moving,33,"47,850","4,300",0,"-47,784","2,421",  - ,  - ,,Yes,655,Reguler,"2,183","  2,183 ","  2,183 ","  2,336 ",  352 ,  352 ,,2183,2183,2183,2183,2183,33,33,33,33,33,33,33,33,-2117,-2117,-2117,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,13,,65.76,"4,350"
DUS-EOSLGR0-B,Dus Essential Oil Single Lemongrass Beyondly B/LB,,,959,"1,982",446,842,842,842,842,842,842,842,842,842,842,842,842,842,842,842,"4,656","13,076",new product,1,<6 Bulan,OK,0,0.00,2022,2023,,"2,000",0.15,"2,207",OK,0,0,"3,600",0,0,265,  - ,  - ,,Yes,860,Reguler,959,  959 ,"  1,380 ","  1,384 ","  1,384 ","  1,384 ",,513,-329,-1171,-2013,-2855,-3697,-4539,-5381,-6223,-7065,-7907,-8749,-9591,-10433,-11275,-12117,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,"1,982"
