"Korporat Code","Material Type","General Subcategory","Component FG/Korporat Code","Component FG/Material Type","Component FG/General Subcategory","Component REFILL/Korporat Code"
"BRUS-DESAEXEBK-WMSF","Packaging Material","Regular","","","",""
"BRUS-EBOR1-W","Packaging Material","Regular","","","",""
"BRUS-EBOR0-WRL","Packaging Material","Regular","","","",""
"BRUS-EEPR0-WRL","Packaging Material","Regular","","","",""
"BRUS-ISCEPR0-WRGF","Packaging Material","Regular","","","",""
"BRUS-MAR0-MO","Packaging Material","Regular","","","",""
"BRUS-MMR0-MO","Packaging Material","Regular","","","",""
"BRUS-P5R0-MO","Packaging Material","Regular","","","",""
"BRUS-SR0-E","Packaging Material","Regular","","","",""
"BRUS-TSESR0-MO","Packaging Material","Regular","","","",""
"BW-P1R0-X","Packaging Material","Regular","","","",""
"BUKU-BYS2126-MO","Finished Goods","Sellable","","","",""
"C--BULK","Semi Finished Goods","Bulk","","","",""
"CB-A-BULK","Semi Finished Goods","Bulk","","","",""
"CB-G-BULK","Semi Finished Goods","Bulk","","","",""
"CB-K-BULK","Semi Finished Goods","Bulk","","","",""
"CB-L1-BULK","Semi Finished Goods","Bulk","","","",""
"F-LLUBW1-WBULK","Semi Finished Goods","Bulk","","","",""
"F-LLUNW1-BULK","Semi Finished Goods","Bulk","","","",""
"F-LLUNWW1-WBULK","Semi Finished Goods","Bulk","","","",""
"HC-A2-BULK","Semi Finished Goods","Bulk","","","",""
"HC-F-BULK","Semi Finished Goods","Bulk","","","",""
"HM-P-BULK","Semi Finished Goods","Bulk","","","",""
"HSP-N1B3N-BULK","Semi Finished Goods","Bulk","","","",""
"HSP-N1G1S-BULK","Semi Finished Goods","Bulk","","","",""
"HT-G-BULK","Semi Finished Goods","Bulk","","","",""
"HT-G1-BULK","Semi Finished Goods","Bulk","","","",""
"HT-Y1-BULK","Semi Finished Goods","Bulk","","","",""
"SRM-H-BULK","Semi Finished Goods","Bulk","","","",""
"L-EB18C33-BULK","Semi Finished Goods","Bulk","","","",""
"LAR-SF30-BULK","Intermediate","Intermediate Bulk","","","",""
"L-E42-BULK","Semi Finished Goods","Bulk","","","",""
"L-EC2C30-BULK","Semi Finished Goods","Bulk","","","",""
"L-EL1C29-BULK","Semi Finished Goods","Bulk","","","",""
"L-ER16C23-BULK","Semi Finished Goods","Bulk","","","",""
"L-NWB1C8-BULK","Semi Finished Goods","Bulk","","","",""
"L-NWCLC13-BULK","Semi Finished Goods","Bulk","","","",""
"L-NWV11C7-BULK","Semi Finished Goods","Bulk","","","",""
"L-NWR1N3-BULK","Semi Finished Goods","Bulk","","","",""
"L-NWR13C11-BULK","Semi Finished Goods","Bulk","","","",""
"L-WSCBC2-BULK","Semi Finished Goods","Bulk","","","",""
"LW-Z-BULK","Semi Finished Goods","Bulk","","","",""
"MK--BULK","Semi Finished Goods","Bulk","","","",""
"M-PD-BULK","Semi Finished Goods","Bulk","","","",""
"N-L-BULK","Semi Finished Goods","Bulk","","","",""
"N-P3P-BULK","Semi Finished Goods","Bulk","","","",""
"SL--BULK","Semi Finished Goods","Bulk","","","",""
"S-A2-BULK","Semi Finished Goods","Bulk","","","",""
"S-G-BULK","Semi Finished Goods","Bulk","","","",""
"S-SPARLAV-BULK","Semi Finished Goods","Bulk","","","",""
"S-SPAEL-BULK","Semi Finished Goods","Bulk","","","",""
"SGL--BULK","Semi Finished Goods","Bulk","","","",""
"SUNS-GP67S-30-BULK","Semi Finished Goods","Bulk","","","",""
"WARN-B-BULK","Intermediate","Intermediate Bulk","","","",""
"WL--BULK","Semi Finished Goods","Bulk","","","",""
"TWC-BIPPF11-W","Finished Goods","Sellable","","","",""
"TWC-BIPPF12-W","Finished Goods","Sellable","","","",""
"TWC-BIPPF13-W","Finished Goods","Sellable","","","",""
"TWC-BIPPF14-W","Finished Goods","Sellable","","","",""
"CUS-IPMB11R-W","Finished Goods","Sellable","CUS-IPMB11-W15G","Finished Goods","Sellable",""
"","","","CUS-RIPMB11-W15G","Finished Goods","Sellable",""
"CUS-IPMB12R-W","Finished Goods","Sellable","CUS-IPMB12-W15G","Finished Goods","Sellable",""
"","","","CUS-RIPMB12-W15G","Finished Goods","Sellable",""
"CUS-IPMB13R-W","Finished Goods","Sellable","CUS-IPMB13-W15G","Finished Goods","Sellable",""
"","","","CUS-RIPMB13-W15G","Finished Goods","Sellable",""
"CUS-IPMB14R-W","Finished Goods","Sellable","CUS-IPMB14-W15G","Finished Goods","Sellable",""
"","","","CUS-RIPMB14-W15G","Finished Goods","Sellable",""
"P-PBA-MO","Finished Goods","Sellable","","","",""
"P-PBAB-MO","Finished Goods","Sellable","","","",""
"P-PBAC-W","Finished Goods","Sellable","","","",""
"P-PBAB-W","Finished Goods","Sellable","","","",""
"NFSB-PBCFHFS-W","Packaging Material","Regular","","","",""
"P-NFSASRMPFC-W","Finished Goods","Sellable","A-PFC-BULK","Semi Finished Goods","Bulk",""
"","","","SRM-ASRM-BULK","Semi Finished Goods","Bulk",""
"BUSA-CMMOD59T9-H","Packaging Material","Regular","","","",""
"SRM-RCD-BULK","Semi Finished Goods","Bulk","","","",""
"MOIS-MNL-X","Raw Material","","","","",""
"DDC-CDL-BULK","Semi Finished Goods","Bulk","","","",""
"DDC-CDN-BULK","Semi Finished Goods","Bulk","","","",""
"FMI-CDFM-BULK","Semi Finished Goods","Bulk","","","",""
"SRM-CD-BULK","Semi Finished Goods","Bulk","","","",""
"WARN-14032-X","Raw Material","","","","",""
"WARN-CSR28-X","Raw Material","","","","",""
"WARN-CSR22-X","Raw Material","","","","",""
"WARN-C19011-R7CL-K","Raw Material","","","","",""
"WARN-C19012-DCR6-K","Raw Material","","","","",""
"WARN-TPA502-X","Raw Material","","","","",""
"WARN-TOA506-X","Raw Material","","","","",""
"WARN-ABIO-X","Raw Material","","","","",""
"WARN-A407-X","Raw Material","","","","",""
"WARN-A450-X","Raw Material","","","","",""
"WARN-C335138--K","Raw Material","","","","",""
"WARN-TE-A40BIOSC-K","Raw Material","","","","",""
"WARN-TOA403-KF","Raw Material","","","","",""
"WARN-BL98-X","Raw Material","","","","",""
"WARN-SCRVLT-X","Raw Material","","","","",""
"WARN-DCY10AL-X","Raw Material","","","","",""
"WARN-FW108S-X","Raw Material","","","","",""
"WARN-IRGLS-X","Raw Material","","","","",""
"WARN-C811RD-X","Raw Material","","","","",""
"WARN-6278MRN-X","Raw Material","","","","",""
"SERI-790-","Raw Material","","","","",""
"CABO-M5-X","Raw Material","","","","",""
"CCC-CCL-BULK","Semi Finished Goods","Bulk","","","",""
"CCC-CCN-BULK","Semi Finished Goods","Bulk","","","",""
"SILI-CES1104-X","Raw Material","","","","",""
"PARF-CFLS-X","Raw Material","","","","",""
"PARF-CFTME-X","Raw Material","","","","",""
"CHEM-1789-X","Raw Material","","","","",""
"PARF-CLMRER-X","Raw Material","","","","",""
"PARF-CWGT-X","Raw Material","","","","",""
"VITC-VCE-X","Raw Material","","","","",""
"TITA-CROTS-X","Raw Material","","","","",""
"CRO1-CRMLAB-X","Raw Material","","","","",""
"CON-CPADC01-W","Finished Goods","Sellable","CON-CPADC01-BULK","Semi Finished Goods","Bulk",""
"CON-CPADC02-W","Finished Goods","Sellable","CON-CPADC02-BULK","Semi Finished Goods","Bulk",""
"B-CPGR01-W","Finished Goods","Sellable","B-CPGR01-BULK","Semi Finished Goods","Bulk",""
"B-CPGR02-W","Finished Goods","Sellable","B-CPGR02-BULK","Semi Finished Goods","Bulk",""
"L-CPRLC01-W","Finished Goods","Sellable","L-CPRLC01-BULK","Semi Finished Goods","Bulk",""
"L-CPRLC02-W","Finished Goods","Sellable","L-CPRLC02-BULK","Semi Finished Goods","Bulk",""
"L-CPRLC03-W","Finished Goods","Sellable","L-CPRLC03-BULK","Semi Finished Goods","Bulk",""
"L-CPRLC04-W","Finished Goods","Sellable","L-CPRLC04-BULK","Semi Finished Goods","Bulk",""
"L-CPRLC05-W","Finished Goods","Sellable","L-CPRLC05-BULK","Semi Finished Goods","Bulk",""
"TC-CPLS01-W","Finished Goods","Sellable","TC-CPLS01-BULK","Semi Finished Goods","Bulk",""
"TC-CPLS02-W","Finished Goods","Sellable","TC-CPLS02-BULK","Semi Finished Goods","Bulk",""
"TC-CPLS03-W","Finished Goods","Sellable","TC-CPLS03-BULK","Semi Finished Goods","Bulk",""
"TC-CPLS04-W","Finished Goods","Sellable","TC-CPLS04-BULK","Semi Finished Goods","Bulk",""
"TC-CPLSRFA-W","Finished Goods","Sellable","TC-CPLS01-BULK","Semi Finished Goods","Bulk",""
"TC-CPLSRIV-W","Finished Goods","Sellable","TC-CPLS02-BULK","Semi Finished Goods","Bulk",""
"TC-CPLSRBEI-W","Finished Goods","Sellable","TC-CPLS03-BULK","Semi Finished Goods","Bulk",""
"TC-CPLSRCRE-W","Finished Goods","Sellable","TC-CPLS04-BULK","Semi Finished Goods","Bulk",""
"BO-CPLP01-BULK","Semi Finished Goods","Bulk","","","",""
"BO-CPLP02-BULK","Semi Finished Goods","Bulk","","","",""
"BO-CPLP03-BULK","Semi Finished Goods","Bulk","","","",""
"BO-CPLP04-BULK","Semi Finished Goods","Bulk","","","",""
"BO-CPLP-W","Finished Goods","Sellable","BO-CPLP-RP-W12G","Semi Finished Goods","Refill",""
"L-CPMCLS01-W","Finished Goods","Sellable","L-CPMCLS01-BULK","Semi Finished Goods","Bulk",""
"L-CPMCLS02-W","Finished Goods","Sellable","L-CPMCLS02-BULK","Semi Finished Goods","Bulk",""
"L-CPMCLS03-W","Finished Goods","Sellable","","","",""
"L-CPMCLS04-W","Finished Goods","Sellable","L-CPMCLS04-BULK","Semi Finished Goods","Bulk",""
"L-CPMCLS05-W","Finished Goods","Sellable","","","",""
"F-CPRS01-W","Finished Goods","Sellable","F-CPRS01-BULK","Semi Finished Goods","Bulk",""
"F-CPRS02-W","Finished Goods","Sellable","F-CPRS02-BULK","Semi Finished Goods","Bulk",""
"F-CPRS03-W","Finished Goods","Sellable","F-CPRS03-BULK","Semi Finished Goods","Bulk",""
"F-CPRS04-W","Finished Goods","Sellable","F-CPRS04-BULK","Semi Finished Goods","Bulk",""
"F-CPRS05-W","Finished Goods","Sellable","F-CPRS05-BULK","Semi Finished Goods","Bulk",""
"F-CPRS06-W","Finished Goods","Sellable","F-CPRS06-BULK","Semi Finished Goods","Bulk",""
"L-CPSLLS01-W","Finished Goods","Sellable","L-CPSLLS01-BULK","Semi Finished Goods","Bulk",""
"L-CPSLLS05-W","Finished Goods","Sellable","L-CPSLLS05-BULK","Semi Finished Goods","Bulk",""
"DF-PCSR-BULK","Semi Finished Goods","Bulk","","","",""
"EXTR-CFEXEC-X","Raw Material","","","","",""
"EXTR-CNDWLHB-X","Raw Material","","","","",""
"WAX-CDL204--X","Raw Material","","","","",""
"WAX-CWCG-X","Raw Material","","","","",""
"WAX-DR415-X","Raw Material","","","","",""
"SAMP-CDWXCG7-X","Raw Material","","","","",""
"CAP-CIPLP-W","Packaging Material","Regular","","","",""
"CAPA-EMLSR0-W","Packaging Material","Regular","","","",""
"CAPA-WLSKIMR0-E","Packaging Material","Regular","","","",""
"CAPA-WLSR0-E","Packaging Material","Regular","","","",""
"CAP-APDHCP60-W","Packaging Material","Regular","","","",""
"CAPA-CWPEPR0-MO","Packaging Material","Regular","","","",""
"CAPA-EMLCRKR0-W","Packaging Material","Regular","","","",""
"CAPA-EMLCRTR0-W","Packaging Material","Regular","","","",""
"CAPA-WLWMR0-OMG","Packaging Material","Regular","","","",""
"CAPA-ALMR1-WABS","Packaging Material","Regular","","","",""
"CAPA-CMLCR0-W","Packaging Material","Regular","","","",""
"CAPA-CLVMR0-E","Packaging Material","Regular","","","",""
"CAPA-CMR0-EM","Packaging Material","Regular","","","",""
"CAPA-CMSR0-ELM","Packaging Material","Regular","","","",""
"CAPA-EMLCAC-W","Packaging Material","Regular","","","",""
"CAPA-ECLTR0-WASABS","Packaging Material","Regular","","","",""
"CAPA-EMLCR2-W","Packaging Material","Regular","","","",""
"CAPA-EMLCR0-W","Packaging Material","Regular","","","",""
"CAPA-EDGLR0-EAABS","Packaging Material","Regular","","","",""
"CAPA-EXBLSR1-W","Packaging Material","Regular","","","",""
"CAPA-EXBLSR0-W","Packaging Material","Regular","","","",""
"CAPA-EXLWMR0-W","Packaging Material","Regular","","","",""
"CAPA-GS01ABR0-E","Packaging Material","Regular","","","",""
"CAPA-GS02ASR0-E","Packaging Material","Regular","","","",""
"CAPA-GS03CRR0-E","Packaging Material","Regular","","","",""
"CAPA-GS04PSR0-E","Packaging Material","Regular","","","",""
"CAPA-GS05SDR0-E","Packaging Material","Regular","","","",""
"CAPA-GSRV01R0-E","Packaging Material","Regular","","","",""
"CAPA-GSRV02R0-E","Packaging Material","Regular","","","",""
"CAPA-GSRV03R0-E","Packaging Material","Regular","","","",""
"CAPA-GSRV04R0-E","Packaging Material","Regular","","","",""
"CAPA-GSRV05R0-E","Packaging Material","Regular","","","",""
"CAPA-GSRV06R0-E","Packaging Material","Regular","","","",""
"CAPA-GSRV07R0-E","Packaging Material","Regular","","","",""
"CAPA-GSRV08R0-E","Packaging Material","Regular","","","",""
"CAPA-GSRV09R0-E","Packaging Material","Regular","","","",""
"CAPA-GSRV10R0-E","Packaging Material","Regular","","","",""
"CAPA-IBBM1R0-WABSM","Packaging Material","Regular","","","",""
"CAPA-IBBM2R0-WABSM","Packaging Material","Regular","","","",""
"CAPA-IMLMPR0-W","Packaging Material","Regular","","","",""
"CAPA-IMLCR0-MO","Packaging Material","Regular","","","",""
"CAPA-LIWMR0-MO","Packaging Material","Regular","","","",""
"CAPA-LLC01LR0-W","Packaging Material","Regular","","","",""
"CAPA-LLC02BR0-W","Packaging Material","Regular","","","",""
"CAPA-LLS-EAH","Packaging Material","Regular","","","",""
"CAPA-MIMLCR0-TV","Packaging Material","Regular","","","",""
"CAPA-MPR0-EM","Packaging Material","Regular","","","",""
"CAPA-MMSR0-ELM","Packaging Material","Regular","","","",""
"CAPA-NCLADR0-W","Packaging Material","Regular","","","",""
"CAPA-NGS01R0-E","Packaging Material","Regular","","","",""
"CAPA-NGS07R0-E","Packaging Material","Regular","","","",""
"CAPA-NPM01R0-E","Packaging Material","Regular","","","",""
"CAPA-NPM02R0-E","Packaging Material","Regular","","","",""
"CAPA-NWLS01R0-E","Packaging Material","Regular","","","",""
"CAPA-PCM7R0-W","Packaging Material","Regular","","","",""
"CAPA-PM01R0-E","Packaging Material","Regular","","","",""
"CAPA-PM02R0-E","Packaging Material","Regular","","","",""
"CAPA-PM03R0-E","Packaging Material","Regular","","","",""
"CAPA-PM04R0-E","Packaging Material","Regular","","","",""
"CAPA-PM05R0-E","Packaging Material","Regular","","","",""
"CAPA-PM06R0-E","Packaging Material","Regular","","","",""
"CAPA-PM07R0-E","Packaging Material","Regular","","","",""
"CAPA-PM08R0-E","Packaging Material","Regular","","","",""
"CAPA-PM09R0-E","Packaging Material","Regular","","","",""
"CAPA-PM010R0-E","Packaging Material","Regular","","","",""
"CAPA-PM11R0-E","Packaging Material","Regular","","","",""
"CAPA-PM12R0-E","Packaging Material","Regular","","","",""
"CAPA-PM13R0-E","Packaging Material","Regular","","","",""
"CAPA-PPLLCBR0-MO","Packaging Material","Regular","","","",""
"CAPA-PPLLR0-MO","Packaging Material","Regular","","","",""
"CAPA-PTCLCR0-MO","Packaging Material","Regular","","","",""
"CAPA-SMUBCCR0-E","Packaging Material","Regular","","","",""
"CAPA-SMUBCR0-E","Packaging Material","Regular","","","",""
"CAPA-SMULGR0-E","Packaging Material","Regular","","","",""
"CAPA-SMULMR0-E","Packaging Material","Regular","","","",""
"CAPA-SMULCR0-E","Packaging Material","Regular","","","",""
"CAPA-SMUMR0-E","Packaging Material","Regular","","","",""
"CAPA-SLAMR0-E","Packaging Material","Regular","","","",""
"CAPA-SGEL-WAABS","Packaging Material","Regular","","","",""
"CAPA-SLEL-WABS","Packaging Material","Regular","","","",""
"CAPA-TVEMR2-WAL","Packaging Material","Regular","","","",""
"CAPA-TVEM-WAL","Packaging Material","Regular","","","",""
"CAPA-TMUBCBMC-X","Packaging Material","Regular","","","",""
"CAPA-TMUMMC-X","Packaging Material","Regular","","","",""
"CAPA-WCADLPR0-W","Packaging Material","Regular","","","",""
"CAPA-WCVMLM1R1-W","Packaging Material","Regular","","","",""
"CAPA-WCVMLM1R2K-W","Packaging Material","Regular","","","",""
"CAPA-WCVMLM1R2-W","Packaging Material","Regular","","","",""
"CAPA-WCVMLM1R0-W","Packaging Material","Regular","","","",""
"CAPA-WCVMLM2R1-W","Packaging Material","Regular","","","",""
"CAPA-WCVMLM2R2K-W","Packaging Material","Regular","","","",""
"CAPA-WCVMLM2R2-W","Packaging Material","Regular","","","",""
"CAPA-WCVMLM2R0-W","Packaging Material","Regular","","","",""
"CAPA-WCVMLM3R1-W","Packaging Material","Regular","","","",""
"CAPA-WCVMLM3R2K-W","Packaging Material","Regular","","","",""
"CAPA-WCVMLM3R2-W","Packaging Material","Regular","","","",""
"CAPA-WCVMLM3R0-W","Packaging Material","Regular","","","",""
"CAPA-WCVMLM4R1-W","Packaging Material","Regular","","","",""
"CAPA-WCVMLM4R2K-W","Packaging Material","Regular","","","",""
"CAPA-WCVMLM4R2-W","Packaging Material","Regular","","","",""
"CAPA-WCVMLM4R0-W","Packaging Material","Regular","","","",""
"CAPA-WCVMLM5R1-W","Packaging Material","Regular","","","",""
"CAPA-WCVMLM5R2K-W","Packaging Material","Regular","","","",""
"CAPA-WCVMLM5R2-W","Packaging Material","Regular","","","",""
"CAPA-WCVMLM5R0-W","Packaging Material","Regular","","","",""
"CAPA-WCVMLM6R1-W","Packaging Material","Regular","","","",""
"CAPA-WCVMLM6R2K-W","Packaging Material","Regular","","","",""
"CAPA-WCVMLM6R2-W","Packaging Material","Regular","","","",""
"CAPA-WCVMLM6R0-W","Packaging Material","Regular","","","",""
"CAPA-WCVMLM7R1-W","Packaging Material","Regular","","","",""
"CAPA-WCVMLM7R2K-W","Packaging Material","Regular","","","",""
"CAPA-WCVMLM7R2-W","Packaging Material","Regular","","","",""
"CAPA-WCVMLM7R0-W","Packaging Material","Regular","","","",""
"CAPA-WCVMLM8R1-W","Packaging Material","Regular","","","",""
"CAPA-WCVMLM8R2K-W","Packaging Material","Regular","","","",""
"CAPA-WCVMLM8R2-W","Packaging Material","Regular","","","",""
"CAPA-WCVMLM8R0-W","Packaging Material","Regular","","","",""
"CAPA-WCVML09KR1-W","Packaging Material","Regular","","","",""
"CAPA-WCVML09KR0-W","Packaging Material","Regular","","","",""
"CAPA-WCVML9R1-W","Packaging Material","Regular","","","",""
"CAPA-WCVML9R0-W","Packaging Material","Regular","","","",""
"CAPA-WCVML10KR1-W","Packaging Material","Regular","","","",""
"CAPA-WCVML10KR0-W","Packaging Material","Regular","","","",""
"CAPA-WCVML10R1-W","Packaging Material","Regular","","","",""
"CAPA-WCVML10R0-W","Packaging Material","Regular","","","",""
"CAPA-WCVML11KR1-W","Packaging Material","Regular","","","",""
"CAPA-WCVML11KR0-W","Packaging Material","Regular","","","",""
"CAPA-WCVML11R1-W","Packaging Material","Regular","","","",""
"CAPA-WCVML11R0-W","Packaging Material","Regular","","","",""
"CAPA-WCVML12KR1-W","Packaging Material","Regular","","","",""
"CAPA-WCVML12KR0-W","Packaging Material","Regular","","","",""
"CAPA-WCVML12R1-W","Packaging Material","Regular","","","",""
"CAPA-WCVML12R0-W","Packaging Material","Regular","","","",""
"CAPA-WCVML13KR1-W","Packaging Material","Regular","","","",""
"CAPA-WCVML13KR0-W","Packaging Material","Regular","","","",""
"CAPA-WCVML13R1-W","Packaging Material","Regular","","","",""
"CAPA-WCVML13R0-W","Packaging Material","Regular","","","",""
"CAPA-WCVML14KR1-W","Packaging Material","Regular","","","",""
"CAPA-WCVML14KR0-W","Packaging Material","Regular","","","",""
"CAPA-WCVML14R1-W","Packaging Material","Regular","","","",""
"CAPA-WCVML14R0-W","Packaging Material","Regular","","","",""
"CAPA-WCMSR1-ELM","Packaging Material","Regular","","","",""
"CAPA-WCTR0-E","Packaging Material","Regular","","","",""
"CAPA-WCPRLR0-W","Packaging Material","Regular","","","",""
"CAPA-WEMLNSR0-W","Packaging Material","Regular","","","",""
"CAPA-WMMSR1-ELM","Packaging Material","Regular","","","",""
"CAPA-WPSLTR0-MO","Packaging Material","Regular","","","",""
"CAPA-WPLTCR0-MO","Packaging Material","Regular","","","",""
"CAPA-WPLPRR0-MO","Packaging Material","Regular","","","",""
"CAPA-WPVLSR0-MO","Packaging Material","Regular","","","",""
"CAPA-CWIMLPR0-W","Packaging Material","Regular","","","",""
"CAP-HRKT30R0-W","Packaging Material","Regular","","","",""
"CAP-BSFT100-E","Packaging Material","Regular","","","",""
"CAP-EARTHBALT-ELL","Packaging Material","Regular","","","",""
"CAP-EARTHBR0-ELL","Packaging Material","Regular","","","",""
"CAP-BWMGTR0-BD","Packaging Material","Regular","","","",""
"CAP-BWMSSR0-BD","Packaging Material","Regular","","","",""
"CAP-BWMYZR0-BD","Packaging Material","Regular","","","",""
"CAP-BNG100HG-X","Packaging Material","Regular","","","",""
"CAP-BCSPTE30-W","Packaging Material","Regular","","","",""
"CAP-BCLFR0-OMG","Packaging Material","Regular","","","",""
"CAP-G150LBLWNL-WPP","Packaging Material","Regular","","","",""
"CAP-G150LFTWNL-WPP","Packaging Material","Regular","","","",""
"CAP-G150LFTRC-WPP","Packaging Material","Regular","","","",""
"CAP-G150WSELGR-WPP","Packaging Material","Regular","","","",""
"CAP-G150WSPBCGR-WPP","Packaging Material","Regular","","","",""
"CAP-G150WSELO-WPP","Packaging Material","Regular","","","",""
"CAP-G150LMCWNL-WPP","Packaging Material","Regular","","","",""
"CAP-G150LMCRC-WPP","Packaging Material","Regular","","","",""
"CAP-GBHT30-L","Packaging Material","Regular","","","",""
"CAP-GBHT30PSF-L","Packaging Material","Regular","","","",""
"CAP-BGMUCLT2-CL","Packaging Material","Regular","","","",""
"CAP-BGMUCLT-W","Packaging Material","Regular","","","",""
"CAP-BHRPIT30-W","Packaging Material","Regular","","","",""
"CAP-BK200HD-X","Packaging Material","Regular","","","",""
"CAP-BL100NAT-UPP","Packaging Material","Regular","","","",""
"CAP-MULFT-X","Packaging Material","Regular","","","",""
"CAP-BMUS-X","Packaging Material","Regular","","","",""
"CAP-HGFTSO-W","Packaging Material","Regular","","","",""
"CAP-BPO5-K","Packaging Material","Regular","","","",""
"CAP-S150HC-WPPG","Packaging Material","Regular","","","",""
"CAP-S150HT-WPP","Packaging Material","Regular","","","",""
"CAP-S150OOFMWNL-GOPP","Packaging Material","Regular","","","",""
"CAP-S150PC-WPP","Packaging Material","Regular","","","",""
"CAP-S150SBCR1-W","Packaging Material","Regular","","","",""
"CAP-S150SBC-WPP","Packaging Material","Regular","","","",""
"CAP-S150SBTR1-W","Packaging Material","Regular","","","",""
"CAP-S150SBT-WPP","Packaging Material","Regular","","","",""
"CAP-S50POOWNLGO-PP","Packaging Material","Regular","","","",""
"CAP-USSSR0-TV","Packaging Material","Regular","","","",""
"CAP-BADS170LF-WPP","Packaging Material","Regular","","","",""
"CAP-BADS170-WPP","Packaging Material","Regular","","","",""
"CAP-BADS1702R0-WPP","Packaging Material","Regular","","","",""
"CAP-BADS170IIR0-WPP","Packaging Material","Regular","","","",""
"CAP-BCSPTE50R0-WALU","Packaging Material","Regular","","","",""
"CAP-DRFTS120-CL","Packaging Material","Regular","","","",""
"CAP-BDFS170-WPP","Packaging Material","Regular","","","",""
"CAP-BDFS170IIR0-WPP","Packaging Material","Regular","","","",""
"CAP-BEAHS5-WPP","Packaging Material","Regular","","","",""
"CAP-BEHYDRAR0-WPP","Packaging Material","Regular","","","",""
"CAP-BELSAR0-W","Packaging Material","Regular","","","",""
"CAP-BELIG5RC-WPP","Packaging Material","Regular","","","",""
"CAP-BEWHPS5-WPP","Packaging Material","Regular","","","",""
"CAP-BGCL10-CL","Packaging Material","Regular","","","",""
"CAP-BNBO5-K","Packaging Material","Regular","","","",""
"CAP-CBE6R0-W","Packaging Material","Regular","","","",""
"CAP-BHFTS170-WPP","Packaging Material","Regular","","","",""
"CAP-BHFTS1702R0-WPP","Packaging Material","Regular","","","",""
"CAP-BHFTS170IIR0-WPP","Packaging Material","Regular","","","",""
"CAP-BRLOIMW-W","Packaging Material","Regular","","","",""
"CAP-BMWR1-WPP","Packaging Material","Regular","","","",""
"CAP-BMWR0-WPP","Packaging Material","Regular","","","",""
"CAP-BNSS170-WPP","Packaging Material","Regular","","","",""
"CAP-BNSS1702R0-WPP","Packaging Material","Regular","","","",""
"CAP-BNSS170IIR0-WPP","Packaging Material","Regular","","","",""
"CAP-BPBMWRV-W","Packaging Material","Regular","","","",""
"CAP-RYTE50R0-WALU","Packaging Material","Regular","","","",""
"CAP-BRYTE50R0-WALU","Packaging Material","Regular","","","",""
"CAP-BRYTER0-WALU","Packaging Material","Regular","","","",""
"CAP-BWSPTE50R0-WALU","Packaging Material","Regular","","","",""
"CAP-BWSPTER0-WALU","Packaging Material","Regular","","","",""
"CAP-CDFMR0-W","Packaging Material","Regular","","","",""
"CAP-CLBPER0-E","Packaging Material","Regular","","","",""
"CAP-CLBPIR0-E","Packaging Material","Regular","","","",""
"CAP-CLHNTR0-E","Packaging Material","Regular","","","",""
"CAP-CSBDC9R0-W","Packaging Material","Regular","","","",""
"CAP-CSDSBS20R0-W","Packaging Material","Regular","","","",""
"CAP-CSET125-W","Packaging Material","Regular","","","",""
"CAPS-CBBMP50R1-W","Intermediate","Intermediate Pack","","","",""
"CAPS-CBBPF50R1-W","Intermediate","Intermediate Pack","","","",""
"CAPS-CBBR50R1-W","Intermediate","Intermediate Pack","","","",""
"CAPS-CBBS50R1-W","Intermediate","Intermediate Pack","","","",""
"CAP-CASEWS45W-","Packaging Material","Regular","","","",""
"CAP-CAFP-WASABS","Packaging Material","Regular","","","",""
"CAP-CABPCB-WASABS","Packaging Material","Regular","","","",""
"CAPC-BMLPR1-EASBS","Packaging Material","Regular","","","",""
"CAPC-BMLPR2-E","Packaging Material","Regular","","","",""
