"Product Korporat Code","Reference","BoM Lines/Product Template/Korporat Code","BoM Lines/Quantity","BoM Lines/Product Unit of Measure"
"","","BOTO-PCMWPSFB-W","1.0","Pc(s)"
"","","PS-PVCPCMR1-WP35","1.05","Pc(s)"
"","","IBOX-12EMASC-WD31","0.08333","Pc(s)"
"","","KB-WTHETAR1-W","0.00758","Pc(s)"
"MY-FWBSN2-EM","1","FW-BSN2-EM","1.0","Pc(s)"
"","","KB-EBR1-KMK125CF","0.05","Pc(s)"
"","","STIC-PAHR0-EM","1.0","Pc(s)"
"MY-FWBSN2-EM","3 (INLINE)","FW-BS-BULK","0.1","kg"
"","","KB-EBR1-KMK125CF","0.05","Pc(s)"
"","","TUBS-BSFW100-EM","1.0","Pc(s)"
"MY-FWBSN2-EM","4","STIC-PAHR1-EM","1.0","Pc(s)"
"","","KB-EBR1-KMK125CF","0.05","Pc(s)"
"","","FW-BSN2-EM","1.0","Pc(s)"
"TC-R3LEC04-W","4","CONT-LTCSR0-WRL","1.0","Pc(s)"
"","","GODE-TWC5,4B-SM-P","1.0","Pc(s)"
"","","TC-R3LEC04-BULK","0.01","kg"
"","","DUS-LPE04R2-W","1.0","Pc(s)"
"","","STIC-BLPE04R0-W","1.0","Pc(s)"
"","","KB-W12X250R1-W","0.02778","Pc(s)"
"","","PUFF-TWCNBRD545-T","1.0","Pc(s)"
"","","PLAS-DMTWCEWNL-D608M","1.0","Pc(s)"
"TC-R3LEC04-W","2","TC-R3LEC04-BULK","0.01","kg"
"","","CONT-LTCSR0-WRL","1.0","Pc(s)"
"","","GODE-TWC5,4B-SM-P","1.0","Pc(s)"
"","","PLAS-DMTWCEWNL-D608M","1.0","Pc(s)"
"","","PUFF-TWCNBRD545-T","1.0","Pc(s)"
"","","STIC-BLPE04R0-W","1.0","Pc(s)"
"","","DUS-LPE04R0-W","1.0","Pc(s)"
"","","KB-W12X250R1-W","0.02778","Pc(s)"
"M-PBTUC-W","6","DUS-PBTUC20R1-WLG","1.0","Pc(s)"
"","","TUBE-PBTUC20-WPBL","1.0","Pc(s)"
"","","M-PBTUC-BULK","0.02","kg"
"","","KB-WLS20R2-KMK125CF","0.02778","Pc(s)"
"TC-R3LEC04-W","Rework","DUS-LPE04R2-W","1.0","Pc(s)"
"","","TC-R2LEC04-W","1.0","Pc(s)"
"B-SPQ-MO13GR","Subt. Karbox","STIC-BTSPQRR2-MOPSM","1.0","Pc(s)"
"","","CAPC-SPRR1-MOSBS","1.0","Pc(s)"
"","","SHIF-SPRR1-MOPPN","1.0","Pc(s)"
"","","B-SPQ-BULK","0.013","kg"
"","","CONT-SPRR1-MOSBS","1.0","Pc(s)"
"","","DUS-SPRR1-MOILG","1.0","Pc(s)"
"","","STIC-BCSPQRR2-MO","1.0","Pc(s)"
"","","KB-MOCC36R1-270CF","0.02083","Pc(s)"
"M-BRERMC-L","2","KB-LABAR0-L","0.03333","Pc(s)"
"","","TUBE-GSBRC50R1-L","1.0","Pc(s)"
"","","STIC-SEPOR0-X","1.0","Pc(s)"
"","","M-BRERMC-BULK","0.05","kg"
"","","STIC-SEALR0-L","1.0","Pc(s)"
"","","DUS-GSBRC50R0-L","1.0","Pc(s)"
"FT-GSEH-L","1","KB-LABCR0-L","0.05","Pc(s)"
"","","STIC-SEALR0-L","1.0","Pc(s)"
"","","STIC-SEPOR0-X","1.0","Pc(s)"
"","","FT-GSEH-BULK","0.1","kg"
"","","DUS-GBHT100R0-L","1.0","Pc(s)"
"","","CAP-GBHT100R0-L","1.0","Pc(s)"
"","","PLU-HRIT100R0-W","1.0","Pc(s)"
"","","BOTO-GBHT100R0-L","1.0","Pc(s)"
"M-NFSBRERMC-L","1","STIC-SEALR0-L","1.0","Pc(s)"
"","","DUS-BRBRC10R0-L","1.0","Pc(s)"
"","","M-BRERMC-BULK","0.01","kg"
"","","TUBE-BRBRC10R0-L","1.0","Pc(s)"
"","","STIC-NFSPBR0-L","1.0","Pc(s)"
"","","KB-LABBR0-L","0.02083","Pc(s)"
"FW-NFSGS-L","1","STIC-NFSPBR0-L","1.0","Pc(s)"
"","","KB-LABBR0-L","0.02083","Pc(s)"
"","","DUS-GBMC15R0-L","1.0","Pc(s)"
"","","STIC-SEALR0-L","1.0","Pc(s)"
"","","TUBE-GBMC15R0-L","1.0","Pc(s)"
"","","FW-GS-BULK","0.015","kg"
"TC-PMC41-MO","1","STIC-VPPFC41R0-MO","1.0","Pc(s)"
"","","PO-TWCMOC105-9288T1P","1.0","Pc(s)"
"","","STIC-BPPFC41R0-MO","1.0","Pc(s)"
"","","STIC-BCPPFC41R0-MO","1.0","Pc(s)"
"","","GODE-CPTZB-SMD59A-P","1.0","Pc(s)"
"","","KB-MOTWC3252-K150M12","0.04167","Pc(s)"
"","","PUFF-TWCNBRD545-T","1.0","Pc(s)"
"","","DUS-PPFR0-MO","1.0","Pc(s)"
"","","CONT-PPFR1-MO","1.0","Pc(s)"
"","","TC-PMC41-BULK","0.012","kg"
"TC-PMC41-MO","Rework","DUS-PPFR0-MO","1.0","Pc(s)"
"","","STIC-BCPPFC41R0-MO","1.0","Pc(s)"
"","","STIC-VPPFC41R0-MO","1.0","Pc(s)"
"L-CSGC104-MO","3","DUS-CSGC4R1-MO","1.0","Pc(s)"
"","","L-CSGC104-BULK","0.002","kg"
"","","STIC-BTCSGC4R1-MO","1.0","Pc(s)"
"","","CAPC-CSGC4R0-MONF","1.0","Pc(s)"
"","","CONT-CSGC4R0-MONF","1.0","Pc(s)"
"","","KB-MOGCR0-MO","0.02083","Pc(s)"
"","","IBOX-12MOAR0-D310","0.125","Pc(s)"
"TC-PMC31-MO","Rework","DUS-PPFR0-MO","1.0","Pc(s)"
"","","STIC-BCPPFC31R0-MO","1.0","Pc(s)"
"","","STIC-VPPFC31R0-MO","1.0","Pc(s)"
"TC-PMC51-MO","1","DUS-PPFR0-MO","1.0","Pc(s)"
"","","PO-TWCMOC105-9288T1P","1.0","Pc(s)"
"","","KB-MOTWC3252-K150M12","0.04167","Pc(s)"
"","","STIC-BCPPFC51R0-MO","1.0","Pc(s)"
"","","STIC-VPPFC51R0-MO","1.0","Pc(s)"
"","","STIC-BPPFC51R0-MO","1.0","Pc(s)"
"","","PUFF-TWCNBRD545-T","1.0","Pc(s)"
"","","TC-PMC51-BULK","0.012","kg"
"","","CONT-PPFR1-MO","1.0","Pc(s)"
"","","GODE-CPTZB-SMD59A-P","1.0","Pc(s)"
"TC-PMC51-MO","Rework","STIC-VPPFC51R0-MO","1.0","Pc(s)"
"","","STIC-BCPPFC51R0-MO","1.0","Pc(s)"
"","","DUS-PPFR0-MO","1.0","Pc(s)"
"TC-PMW12-MO","Rework","DUS-PPFR0-MO","1.0","Pc(s)"
"","","STIC-BCPPFW12R0-MO","1.0","Pc(s)"
"","","STIC-VPPFW12R0-MO","1.0","Pc(s)"
"TC-PMW21-MO","1","TC-PMW21-BULK","0.012","kg"
"","","PO-TWCMOC105-9288T1P","1.0","Pc(s)"
"","","KB-MOTWC3252-K150M12","0.04167","Pc(s)"
"","","PUFF-TWCNBRD545-T","1.0","Pc(s)"
"","","GODE-CPTZB-SMD59A-P","1.0","Pc(s)"
"","","CONT-PPFR1-MO","1.0","Pc(s)"
"","","STIC-BCPPFW21R0-MO","1.0","Pc(s)"
"","","STIC-BPPFW21R0-MO","1.0","Pc(s)"
"","","DUS-PPFR0-MO","1.0","Pc(s)"
"","","STIC-VPPFW21R0-MO","1.0","Pc(s)"
"TC-PMC41-MO","2 (NON INLINE)","DUSS-PMFC41R0-MO","1.0","Pc(s)"
"","","PO-TWCMOC105-9288T1P","1.0","Pc(s)"
"","","TC-PMC41-BULK","0.012","kg"
"","","STIC-BPPFC41R0-MO","1.0","Pc(s)"
"","","PUFF-TWCNBRD545-T","1.0","Pc(s)"
"","","CONT-PPFR1-MO","1.0","Pc(s)"
"","","GODE-CPTZB-SMD59A-P","1.0","Pc(s)"
"","","KB-MOTWC3252-K150M12","0.04167","Pc(s)"
"TC-PMC51-MO","2 (NON INLINE)","DUSS-PMFC51R0-MO","1.0","Pc(s)"
"","","STIC-BPPFC51R0-MO","1.0","Pc(s)"
"","","PO-TWCMOC105-9288T1P","1.0","Pc(s)"
"","","GODE-CPTZB-SMD59A-P","1.0","Pc(s)"
"","","CONT-PPFR1-MO","1.0","Pc(s)"
"","","PUFF-TWCNBRD545-T","1.0","Pc(s)"
"","","KB-MOTWC3252-K150M12","0.04167","Pc(s)"
"","","TC-PMC51-BULK","0.012","kg"
"TC-PMW21-MO","Rework","DUS-PPFR0-MO","1.0","Pc(s)"
"","","STIC-BCPPFW21R0-MO","1.0","Pc(s)"
"","","STIC-VPPFW21R0-MO","1.0","Pc(s)"
"TC-PMW32-MO","Rework","DUS-PPFR0-MO","1.0","Pc(s)"
"","","STIC-BCPPFW32R0-MO","1.0","Pc(s)"
"","","STIC-VPPFW32R0-MO","1.0","Pc(s)"
"TC-PMW50-MO","Rework","STIC-BCPPFW50R0-MO","1.0","Pc(s)"
"","","STIC-VPPFW50R0-MO","1.0","Pc(s)"
"","","DUS-PPFR0-MO","1.0","Pc(s)"
"TC-PMW60-MO","1","KB-MOTWC3252-K150M12","0.04167","Pc(s)"
"","","DUS-PPFR0-MO","1.0","Pc(s)"
"","","STIC-BPPFW60R0-MO","1.0","Pc(s)"
"","","GODE-CPTZB-SMD59A-P","1.0","Pc(s)"
"","","CONT-PPFR1-MO","1.0","Pc(s)"
"","","TC-PMW60-BULK","0.012","kg"
"","","PUFF-TWCNBRD545-T","1.0","Pc(s)"
"","","PO-TWCMOC105-9288T1P","1.0","Pc(s)"
"","","STIC-VPPFW60R0-MO","1.0","Pc(s)"
"","","STIC-BCPPFW60R0-MO","1.0","Pc(s)"
"TC-PMW60-MO","Rework","STIC-VPPFW60R0-MO","1.0","Pc(s)"
"","","STIC-BCPPFW60R0-MO","1.0","Pc(s)"
"","","DUS-PPFR0-MO","1.0","Pc(s)"
"FT-BST-EM","3 (Non Inline)","BOTS-BSFT100-E","1.0","Pc(s)"
"","","PLU-PPBLANCT-X","1.0","Pc(s)"
"","","FT-TBS-BULK","0.1","kg"
"","","KB-EAR0-KMM125","0.04","Pc(s)"
"","","CAP-BSFT100-E","1.0","Pc(s)"
"FT-BST-EM","1","BOTO-PET100ML39-X","1.0","Pc(s)"
"","","PLU-PPBLANCT-X","1.0","Pc(s)"
"","","KB-EAR0-KMM125","0.03571","Pc(s)"
"","","STIC-SBSFT100-E","1.0","Pc(s)"
"","","CAP-BSFT100-E","1.0","Pc(s)"
"","","FT-TBS-BULK","0.1","kg"
"MY-RFWPBCFBS-W","3 (INLINE)","TUBE-PBCFLS100R-W2L","1.0","Pc(s)"
"","","STIC-PAPHUR0-WM","1.0","Pc(s)"
"","","FW-PBCFLS-BULK","0.1","kg"
"","","KB-WT100R1-KMM125BF","0.03333","Pc(s)"
"MY-RFWPBCFBS-W","1","FW-PBCFLS-W100ML","1.0","Pc(s)"
"","","STIC-PAPHUR0-WM","1.0","Pc(s)"
"","","KB-WT100R1-KMM125BF","0.03333","Pc(s)"
"MY-RFWPBCFBS-W","4 (INLINE)","FW-PBCFLS-BULK","0.1","kg"
"","","KB-WT100R1-KMM125BF","0.03333","Pc(s)"
"","","TUBE-PBCFLS100R1-W2L","1.0","Pc(s)"
"","","STIC-PAPHUR0-WM","1.0","Pc(s)"
"MY-RFWPBCFBS-W","6","KB-WT100R1-KMM125BF","0.03333","Pc(s)"
"","","STIC-PAPHUR1-WM","1.0","Pc(s)"
"","","FW-PBCFLS-W100ML","1.0","Pc(s)"
"MY-RFWPBCFBS-W","7 (INLINE)","STIC-PAPHUR1-WM","1.0","Pc(s)"
"","","FW-PBCFLS-BULK","0.1","kg"
"","","TUBE-PBCFLS100R1-W2L","1.0","Pc(s)"
"","","KB-WT100R1-KMM125BF","0.03333","Pc(s)"
"MY-RFWPBCFBS-W","9","KB-WT100R1-KMM125BF","0.03333","Pc(s)"
"","","STIC-PAPHUR1-WM","1.0","Pc(s)"
"","","FW-PBCFLS100-W","1.0","Pc(s)"
"MY-RFWRYAG-W","3 (INLINE)","STIC-PALLCR0-WM","1.0","Pc(s)"
"","","FW-RYAG-BULK","0.1","kg"
"","","TUBE-RYAAFW100-W2L","1.0","Pc(s)"
"","","KB-WT100R1-KMM125BF","0.03333","Pc(s)"
"MY-RFWRYAG-W","1","FW-RYAG-W100ML","1.0","Pc(s)"
"","","STIC-PALLCR0-WM","1.0","Pc(s)"
"","","KB-WT100R1-KMM125BF","0.03333","Pc(s)"
"MY-RFWRYAG-W","5 (INLINE)","FW-RYAG-BULK","0.1","kg"
"","","TUBE-RYAAFW100-W2L","1.0","Pc(s)"
"","","STIC-PALLCR1-WM","1.0","Pc(s)"
"","","KB-WT100R1-KMM125BF","0.03333","Pc(s)"
"MY-FWLMGWN2-W","3 (INLINE)","TUBE-LMGW100R0-W","1.0","Pc(s)"
"","","FW-LMGW-BULK","0.1","kg"
"","","KB-WT100R1-KMM125BF","0.02857","Pc(s)"
"","","STIC-PAAR0-WM","1.0","Pc(s)"
"MY-FWLMGWN2-W","1","FW-LMGWN2-W","1.0","Pc(s)"
"","","STIC-PAAR0-WM","1.0","Pc(s)"
"","","KB-WT100R1-KMM125BF","0.02857","Pc(s)"
"MY-FWLMGWN2-W","2 (NON INLINE)","TUBS-LMGW100-WM","1.0","Pc(s)"
"","","FW-LMGW-BULK","0.1","kg"
"","","KB-WT100R1-KMM125BF","0.02857","Pc(s)"
"MY-FWLMGWN2-W","4 (INLINE)","TUBE-LMGW100R0-WPBL","1.0","Pc(s)"
"","","STIC-PAAR0-WM","1.0","Pc(s)"
"","","KB-WT100R1-KMM125BF","0.02857","Pc(s)"
"","","FW-LMGW-BULK","0.1","kg"
"MY-FWLMGWN2-W","5 (NON INLINE)","FW-LMGW-BULK","0.1","kg"
"","","TUBS-LMGW100R1-WM","1.0","Pc(s)"
"","","KB-WT100R1-KMM125BF","0.02857","Pc(s)"
"MY-FWLMGWN2-W","6","FW-LMGWN2-W","1.0","Pc(s)"
"","","STIC-PAAR1-WM","1.0","Pc(s)"
"","","KB-WT100R1-KMM125BF","0.02857","Pc(s)"
"BP-SBSBM-W100ML","5 (NON INLINE)","KB-W12X250R1-W","0.04","Pc(s)"
"","","PU-SBMS100-W","1.0","Pc(s)"
"","","BOTS-SCBMB100-W","1.0","Pc(s)"
"","","BP-SBSBM-BULK","0.1","kg"
"BP-SBSBM-W100ML","3 (Subtitusi Botol)","BP-SBSBM-BULK","0.1","kg"
"","","BOTO-PET100ML39-X","1.0","Pc(s)"
"","","PU-SBMS100-W","1.0","Pc(s)"
"","","STIC-SBMB100-WGCC","1.0","Pc(s)"
"","","KB-W12X250R1-W","0.04","Pc(s)"
"BP-SBSBM-W100ML","4","KB-W12X250R1-W","0.04","Pc(s)"
"","","BP-SBSBM-BULK","0.1","kg"
"","","PU-SBMS100-W","1.0","Pc(s)"
"","","STIC-SBMB100-WGCC","1.0","Pc(s)"
"","","BOTO-PETRF100B-X","1.0","Pc(s)"
"BP-SJYBM-W100ML","5 (NON INLINE)","BOTS-SCBMJF100-W","1.0","Pc(s)"
"","","BP-SJYBM-BULK","0.1","kg"
"","","KB-W12X250R1-W","0.04","Pc(s)"
"","","PU-SBMS100-W","1.0","Pc(s)"
"BP-SJYBM-W100ML","3 (Subtitusi Botol)","KB-W12X250R1-W","0.04","Pc(s)"
"","","BP-SJYBM-BULK","0.1","kg"
"","","BOTO-PET100ML39-X","1.0","Pc(s)"
"","","PU-SBMS100-W","1.0","Pc(s)"
"","","STIC-SBMJ100-WGCC","1.0","Pc(s)"
"BP-SJYBM-W100ML","4","BP-SJYBM-BULK","0.1","kg"
"","","BOTO-PETRF100B-X","1.0","Pc(s)"
"","","KB-W12X250R1-W","0.04","Pc(s)"
"","","PU-SBMS100-W","1.0","Pc(s)"
"","","STIC-SBMJ100-WGCC","1.0","Pc(s)"
"BP-SPCBM-W100ML","5 (NON INLINE)","KB-W12X250R1-W","0.04","Pc(s)"
"","","PU-SBMS100-W","1.0","Pc(s)"
"","","BOTS-SCBMPC100-W","1.0","Pc(s)"
"","","BP-SPCBM-BULK","0.1","kg"
"BP-SPCBM-W100ML","3","BP-SPCBM-BULK","0.1","kg"
"","","BOTO-PET100ML39-X","1.0","Pc(s)"
"","","PU-SBMS100-W","1.0","Pc(s)"
"","","STIC-SBMPC100-WGCC","1.0","Pc(s)"
"","","KB-W12X250R1-W","0.04","Pc(s)"
"BP-SPCBM-W100ML","4","STIC-SBMPC100-WGCC","1.0","Pc(s)"
"","","PU-SBMS100-W","1.0","Pc(s)"
"","","BP-SPCBM-BULK","0.1","kg"
"","","BOTO-PETRF100B-X","1.0","Pc(s)"
"","","KB-W12X250R1-W","0.04","Pc(s)"
"BP-SPRBM-W100ML","5 (NON INLINE)","BP-SPRBM-BULK","0.1","kg"
"","","BOTS-SCBMPR100-W","1.0","Pc(s)"
"","","KB-W12X250R1-W","0.04","Pc(s)"
"","","PU-SBMS100-W","1.0","Pc(s)"
"BP-SPRBM-W100ML","3","KB-W12X250R1-W","0.04","Pc(s)"
"","","BP-SPRBM-BULK","0.1","kg"
"","","BOTO-PET100ML39-X","1.0","Pc(s)"
"","","PU-SBMS100-W","1.0","Pc(s)"
"","","STIC-SBMPR100-WGCC","1.0","Pc(s)"
"BP-SPRBM-W100ML","4","BOTO-PETRF100B-X","1.0","Pc(s)"
"","","KB-W12X250R1-W","0.04","Pc(s)"
"","","STIC-SBMPR100-WGCC","1.0","Pc(s)"
"","","PU-SBMS100-W","1.0","Pc(s)"
"","","BP-SPRBM-BULK","0.1","kg"
"TWC-CLFTRE-W","3 (NON INLINE)","PUFF-TWCNBRD545-T","1.0","Pc(s)"
"","","GODE-TWC5,4B-SM-P","1.0","Pc(s)"
"","","PLAS-DMCTWCRP-P85","1.0","Pc(s)"
"","","STIC-BRCVPF33WR0-W","1.0","Pc(s)"
"","","CONT-RCVPFR1-W","1.0","Pc(s)"
"","","DUSS-RCVPF33WR0-W","1.0","Pc(s)"
"","","IBOX-CR1-W","0.08333","Pc(s)"
"","","TWC-CLFTE-BULK","0.011","kg"
"","","KB-WBETAR1-W","0.00694","Pc(s)"
"MY-RANTM-W","3 (INLINE)","STIC-PALLCR0-WM","1.0","Pc(s)"
"","","DUS-ANTM40CR1-WACLG","1.0","Pc(s)"
"","","KB-WTHETAR1-W","0.03333","Pc(s)"
"","","TUBE-ANTM40R1-W","1.0","Pc(s)"
"","","A-NTM-BULK","0.04","kg"
"MY-ECRWSB-W","2","STIC-PACESR0-WM","1.0","Pc(s)"
"","","EC-RWSB-W","1.0","Pc(s)"
"","","KB-WSPA150221-KMM125","0.02083","Pc(s)"
"MY-FTRWSABHA-W","2","STIC-PACESR0-WM","1.0","Pc(s)"
"","","FT-RWSABHA-W","1.0","Pc(s)"
"","","KB-WFSRM211-KMM125BF","0.05","Pc(s)"
"MY-ECRWSB-W","5 (INLINE)","EC-RWSB-BULK","0.01","kg"
"","","TUBE-CSEDCC10R0-W5L","1.0","Pc(s)"
"","","DUS-CSEDCC10R1-W","1.0","Pc(s)"
"","","KB-WSPA150221-KMM125","0.02083","Pc(s)"
"","","STIC-PACESR1-WM","1.0","Pc(s)"
"L-CUMKORB-W","Subt. Ibox","CONT-CULML10R0-W","1.0","Pc(s)"
"","","L-CUMKORB-BULK","0.0036","kg"
"","","IBOX-12ELRLR0-WDNF","0.08333","Pc(s)"
"","","CAPC-CULML10R0-W","1.0","Pc(s)"
"","","KB-WIOTAR1-W","0.00694","Pc(s)"
"","","STIC-BCULML10R0-W","1.0","Pc(s)"
"","","DUS-CULML10R0-W","1.0","Pc(s)"
"L-CUMKORB-W","1","L-CUMKORB-BULK","0.0036","kg"
"","","DUS-CULML10R0-W","1.0","Pc(s)"
"","","CAPC-CULML10R0-W","1.0","Pc(s)"
"","","CONT-CULML10R0-W","1.0","Pc(s)"
"","","IBOX-BR0-W","0.08333","Pc(s)"
"","","KB-WIOTAR1-W","0.00694","Pc(s)"
"","","STIC-BCULML10R0-W","1.0","Pc(s)"
"L-CUMKORB-W","2","L-CUMKORB-BULK","0.0036","kg"
"","","KB-WIOTAR1-W","0.00694","Pc(s)"
"","","IBOX-BR0-W","0.08333","Pc(s)"
"","","DUS-CULML10R0-W","1.0","Pc(s)"
"","","STIC-BCULML10R0-W","1.0","Pc(s)"
"","","CAPC-CULML10TR0-W","1.0","Pc(s)"
"","","CONT-CULML10TR0-W","1.0","Pc(s)"
"L-CUMKORB-W","3","STIC-PICUL10R0-W","1.0","Pc(s)"
"","","DUS-CULML10R0-W","1.0","Pc(s)"
"","","STIC-BCULML10R0-W","1.0","Pc(s)"
"","","CONT-CULML10TR0-W","1.0","Pc(s)"
"","","L-CUMKORB-BULK","0.0036","kg"
"","","CAPC-CULML10TR0-W","1.0","Pc(s)"
"","","KB-WIOTAR1-W","0.00694","Pc(s)"
"","","IBOX-BR0-W","0.08333","Pc(s)"
"L-CUMKORD-W","Subt. Ibox","DUS-CULML12R0-W","1.0","Pc(s)"
"","","IBOX-12ELRLR0-WDNF","0.08333","Pc(s)"
"","","KB-WIOTAR1-W","0.00694","Pc(s)"
"","","CONT-CULML12R0-W","1.0","Pc(s)"
"","","L-CUMKORD-BULK","0.0036","kg"
"","","STIC-BCULML12R0-W","1.0","Pc(s)"
"","","CAPC-CULML12R0-W","1.0","Pc(s)"
"L-CUMKORD-W","3","STIC-PICUL12R0-W","1.0","Pc(s)"
"","","KB-WIOTAR1-W","0.00694","Pc(s)"
"","","IBOX-BR0-W","0.08333","Pc(s)"
"","","CAPC-CULML12TR0-W","1.0","Pc(s)"
"","","CONT-CULML12TR0-W","1.0","Pc(s)"
"","","L-CUMKORD-BULK","0.0036","kg"
"","","STIC-BCULML12R0-W","1.0","Pc(s)"
"","","DUS-CULML12R0-W","1.0","Pc(s)"
"L-CUMKORD-W","1","STIC-BCULML12R0-W","1.0","Pc(s)"
"","","CAPC-CULML12R0-W","1.0","Pc(s)"
"","","CONT-CULML12R0-W","1.0","Pc(s)"
"","","L-CUMKORD-BULK","0.0036","kg"
"","","KB-WIOTAR1-W","0.00694","Pc(s)"
"","","IBOX-BR0-W","0.08333","Pc(s)"
"","","DUS-CULML12R0-W","1.0","Pc(s)"
"L-CUMKORD-W","2","KB-WIOTAR1-W","0.00694","Pc(s)"
"","","STIC-BCULML12R0-W","1.0","Pc(s)"
"","","L-CUMKORD-BULK","0.0036","kg"
"","","CAPC-CULML12TR0-W","1.0","Pc(s)"
"","","IBOX-BR0-W","0.08333","Pc(s)"
"","","DUS-CULML12R0-W","1.0","Pc(s)"
"","","CONT-CULML12TR0-W","1.0","Pc(s)"
"L-CUMKORE-W","Subt. Ibox","KB-WIOTAR1-W","0.00694","Pc(s)"
"","","DUS-CULML13R0-W","1.0","Pc(s)"
"","","L-CUMKORE-BULK","0.0036","kg"
"","","CONT-CULML13R0-W","1.0","Pc(s)"
"","","CAPC-CULML13R0-W","1.0","Pc(s)"
"","","STIC-BCULML13R0-W","1.0","Pc(s)"
"","","IBOX-12ELRLR0-WDNF","0.08333","Pc(s)"
"L-CUMKORE-W","1","STIC-BCULML13R0-W","1.0","Pc(s)"
"","","CAPC-CULML13R0-W","1.0","Pc(s)"
"","","CONT-CULML13R0-W","1.0","Pc(s)"
"","","L-CUMKORE-BULK","0.0036","kg"
"","","DUS-CULML13R0-W","1.0","Pc(s)"
"","","IBOX-BR0-W","0.08333","Pc(s)"
"","","KB-WIOTAR1-W","0.00694","Pc(s)"
"L-CUMKORE-W","Rework","DUS-CULML13R0-W","1.0","Pc(s)"
"","","KB-WIOTAR1-W","0.00694","Pc(s)"
"L-CUMKORE-W","2","STIC-PICUL13R0-W","1.0","Pc(s)"
"","","CONT-CULML13R0-W","1.0","Pc(s)"
"","","L-CUMKORE-BULK","0.0036","kg"
"","","STIC-BCULML13R0-W","1.0","Pc(s)"
"","","KB-WIOTAR1-W","0.00694","Pc(s)"
"","","CAPC-CULML13R0-W","1.0","Pc(s)"
"","","IBOX-BR0-W","0.08333","Pc(s)"
"","","DUS-CULML13R0-W","1.0","Pc(s)"
"TC-PMC62-MO12G","1","TC-PMC62-BULK","0.012","kg"
"","","GODE-CPTZB-SMD59A-P","1.0","Pc(s)"
"","","CONT-PMPFR0-MOASBS","1.0","Pc(s)"
"","","PUFF-TWCNBRD545-T","1.0","Pc(s)"
"","","STIC-BTPMPFC62R-MOSC","1.0","Pc(s)"
"","","PO-TWCMOC105-9288T1P","1.0","Pc(s)"
"","","DUS-PMPFC62R0-MOILD","1.0","Pc(s)"
"","","KB-MOTWC3252-K150M12","0.04166","Pc(s)"
"TC-PMC62-MO12G","2","DUS-PMPFC62R1-MOILD","1.0","Pc(s)"
"","","TC-PMC62-BULK","0.012","kg"
"","","GODE-CPTZB-SMD59A-P","1.0","Pc(s)"
"","","CONT-PMPFR0-MOASBS","1.0","Pc(s)"
"","","PUFF-TWCNBRD545-T","1.0","Pc(s)"
"","","STIC-BTPMPFC62R-MOSC","1.0","Pc(s)"
"","","PO-TWCMOC105-9288T1P","1.0","Pc(s)"
"","","KB-MOTWC3252-K150M12","0.04166","Pc(s)"
"TC-PMC62-MO12G","3","STIC-BTPMPFC62R-MOSC","1.0","Pc(s)"
"","","PUFF-TWCNBRD545-T","1.0","Pc(s)"
"","","GODE-CPTZB-SMD59A-P","1.0","Pc(s)"
"","","TC-PMC62-BULK","0.012","kg"
"","","PO-TWCMOC105-9288T1P","1.0","Pc(s)"
"","","CONT-PPFR1-MO","1.0","Pc(s)"
"","","KB-MOTWC3252-K150M12","0.04166","Pc(s)"
"","","DUS-PMPFC62R0-MOILD","1.0","Pc(s)"
"FW-NFSGS-L","2","DUS-GBMC15R1-L","1.0","Pc(s)"
"","","KB-LABBR0-L","0.02083","Pc(s)"
"","","STIC-SEALR0-L","1.0","Pc(s)"
"","","TUBE-GBMC15R1-L","1.0","Pc(s)"
"","","FW-GS-BULK","0.015","kg"
"F-LLF04-W","5","PAP-LLF04NR1-W","1.0","Pc(s)"
"","","F-LLF04-BULK","0.025","kg"
"","","PLAS-VCLLFR0-W","1.0","Pc(s)"
"","","TUBE-LLF04NR1-W","1.0","Pc(s)"
"","","KB-WLTWCLFR1-KMK125","0.05556","Pc(s)"
"F-LLF04-W","4","PAP-LLF04N-W","1.0","Pc(s)"
"","","KB-WLTWCLFR1-KMK125","0.05556","Pc(s)"
"","","TUBE-LLF04NR1-W","1.0","Pc(s)"
"","","F-LLF04-BULK","0.025","kg"
"","","PLAS-VCLLFR0-W","1.0","Pc(s)"
"CUS-IPBB11-W","2","DUS-SIMMBCR0-W","1.0","Pc(s)"
"","","STIC-QIMMBC11-W","1.0","Pc(s)"
"","","INSP-MBC11FR2-W","1.0","Pc(s)"
"CUS-IPBB12-W","2","DUS-SIMMBCR0-W","1.0","Pc(s)"
"","","STIC-QIMMBC12-W","1.0","Pc(s)"
"","","INSP-MBC12IR2-W","1.0","Pc(s)"
"CUS-IPBB13-W","1","STIC-QIMMBC13-W","1.0","Pc(s)"
"","","CUS-IPMB13-W15G","1.0","Pc(s)"
"","","DUS-SIMMBCR0-W","1.0","Pc(s)"
"L-IPBMLMP01-W","2 (INLINE)","CAPA-CWIMLPR0-W","1.0","Pc(s)"
"","","DUS-SIMLPR0-W","1.0","Pc(s)"
"","","STIC-BCIMLP1R1-WPWG","1.0","Pc(s)"
"","","KB-WIPSKMMR1-W","0.00757","Pc(s)"
"","","STIC-BTIMLMP1R0-WPPT","1.0","Pc(s)"
"","","DUS-IMLP69R0-W","1.0","Pc(s)"
"","","BOTO-IMLMPR0-W","1.0","Pc(s)"
"","","L-IPMLMP01-BULK","0.0055","kg"
